Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866326
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,Design,PNS,PNS,PNS,PNS,120000,120000,0,DSF: 0000866326
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,Construction,PNS,PNS,PNS,PNS,1760000,1760000,0,DSF: 0000866326
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOFTOP GARDEN,"CM, F&E",PNS,PNS,PNS,PNS,120000,120000,0,DSF: 0000866326
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866674
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,4500,4500,0,DSF: 0000866674
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,66000,66000,0,DSF: 0000866674
23,K298,I.S. 363 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,4500,4500,0,DSF: 0000866674
23,K298,P.S. 298 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,164750,164750,0,DSF: 0000845610
23,K298,I.S. 363 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,164750,164750,0,DSF: 0000845611
23,K298,P.S. 298 - BROOKLYN,DOE - Skilled Trades,VACUUM PUMP SYSTEM REPLACEMENT /STEAM TRAPS,Construction,In-Progress,7/5/2017,DOES,,DOES,215534,0,DSF: 0000850039
23,K327,P.S. 327 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,265404,0,DSF: 0000776927
23,K327,P.S. 327 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/11/2017,1/15/2018,9/5/2017,375000,372184,372184,DSF: 0000845308
23,K327,K396 SPED - BROOKLYN,DOE - Skilled Trades,REPLACE PACKAGE AIR COOLED CHILLER,Construction,In-Progress,10/7/2015,DOES,,DOES,286988,75000,DSF: 0000828470
23,K332,CHRISTOPHER AVENUE COMMUNITY S,DOE - Skilled Trades,CTF PROMETHEAN BOARDS,Construction,In-Progress,8/22/2016,DOES,,DOES,28870,28870,DSF: 0000843914
23,K332,CHRISTOPHER AVENUE COMMUNITY S,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,Complete,12/1/2016,6/21/2017,6/21/2017,DOES,93841,93841,DSF: 0000806225
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866679
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,18600,18600,0,DSF: 0000866679
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,272800,272800,0,DSF: 0000866679
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,18600,18600,0,DSF: 0000866679
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867274
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Design,PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000867274
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,88000,88000,0,DSF: 0000867274
23,K356,I.S. 392 - BROOKLYN,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000867274
23,K356,I.S. 392 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,327513,0,DSF: 0000776938
23,K356,P.S. 156 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,327513,0,DSF: 0000776937
23,K356,P.S. 156 - BROOKLYN,DOE - Skilled Trades,VACUUM PUMP SYSTEM REPLACEMENT/STEAM TRAPS,Construction,In-Progress,5/25/2017,DOES,,DOES,296313,0,DSF: 0000866184
23,K396,K396 SPED - BROOKLYN,SCA CIP,ELEVATOR,Scope,Complete,10/17/2017,1/19/2018,12/8/2017,21232,13901,1011,DSF: 0000867183
23,K396,K396 SPED - BROOKLYN,SCA CIP,ELEVATOR,Design,PNS,PNS,PNS,PNS,84928,84928,4044,DSF: 0000867183
23,K396,K396 SPED - BROOKLYN,SCA CIP,ELEVATOR,Construction,PNS,PNS,PNS,PNS,1592400,1592400,0,DSF: 0000867183
23,K396,K396 SPED - BROOKLYN,SCA CIP,ELEVATOR,"CM, F&E",PNS,PNS,PNS,PNS,99083,99083,327,DSF: 0000867183
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,PNS,PNS,PNS,PNS,0,631,631,DSF: 0000801010
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,PNS,PNS,PNS,PNS,9187,10853,0,DSF: 0000801010
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,134743,168429,0,DSF: 0000801010
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",PNS,PNS,PNS,PNS,53681,44494,0,DSF: 0000801010
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000868060
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6840,6840,0,DSF: 0000868060
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,100320,100320,0,DSF: 0000868060
23,K396,K396 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,6840,6840,0,DSF: 0000868060
23,K396,K396 SPED - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,265404,0,DSF: 0000776952
23,K396,K396 SPED - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/7/2017,7/7/2017,9/8/2017,450000,446624,446624,DSF: 0000845302
23,K854,P.S. 178 - BROOKLYN,SCA IEH,"IEH PO18-RMS 18,19,20 & 7",Construction,Complete,12/11/2017,IEH,12/20/2017,IEH,36598,7814,DSF: 0000049705
23,K894,ASPIRATIONS DIPLOMA HS - BROOK,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,6/24/2013,12/31/2013,9/30/2017,DIIX,164632,164632,DSF: 0000776303
24,Q005,I.S. 5 - QUEENS,SCA CIP,HVAC/PUBLIC ADDRESS SYSTEM,Scope,Complete,6/12/2014,9/11/2014,11/5/2014,70650,56784,56784,"DSF: 0000800039, 0000800040"
24,Q005,I.S. 5 - QUEENS,SCA CIP,HVAC/PUBLIC ADDRESS SYSTEM,Design,Complete,11/13/2014,4/17/2015,8/21/2015,282600,471858,358358,"DSF: 0000800039, 0000800040"
24,Q005,I.S. 5 - QUEENS,SCA CIP,HVAC/PUBLIC ADDRESS SYSTEM,Construction,In-Progress,1/19/2016,1/17/2017,,5298750,6838616,4300363,"DSF: 0000800039, 0000800040"
24,Q005,I.S. 5 - QUEENS,SCA CIP,HVAC/PUBLIC ADDRESS SYSTEM,"CM, F&E",In-Progress,1/19/2016,1/17/2017,,329700,286400,172368,"DSF: 0000800039, 0000800040"
24,Q005,Q009 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/22/2017,1/15/2018,11/27/2017,100000,99250,99250,DSF: 0000845109
24,Q007,P.S. 7 - QUEENS,SCA CIP,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,4/1/2016,8/31/2016,2/28/2017,154535,265870,263068,"DSF: 0000843863, 0000855070"
24,Q007,P.S. 7 - QUEENS,SCA CIP,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,4/19/2017,9/19/2017,10/16/2017,618139,349667,187687,"DSF: 0000843863, 0000855070"
24,Q007,P.S. 7 - QUEENS,SCA CIP,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,Construction,PNS,PNS,PNS,PNS,11590106,11590106,0,"DSF: 0000843863, 0000855070"
24,Q007,P.S. 7 - QUEENS,SCA CIP,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,721162,721162,5213,"DSF: 0000843863, 0000855070"
24,Q007,P.S. 7 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,9/12/2017,1/11/2018,10/2/2017,13192,1830,1830,DSF: 0000867051
24,Q007,P.S. 7 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/2/2017,4/2/2018,,48372,48372,7319,DSF: 0000867051
24,Q007,P.S. 7 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,512298,512298,0,DSF: 0000867051
24,Q007,P.S. 7 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,169208,169208,246,DSF: 0000867051
24,Q007,P.S. 007 LOUIS F. SIMEONE,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,Complete,7/15/2016,8/6/2016,10/7/2017,35000,34732,34732,DSF: 0000822538
24,Q007,P.S. 007 LOUIS F. SIMEONE,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,Complete,7/15/2016,8/6/2016,10/7/2017,100000,99250,99250,DSF: 0000823098
24,Q007,P.S. 7 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/19/2017,1/15/2018,9/5/2017,75000,74437,74437,DSF: 0000845108
24,Q009,Q009 SPED - QUEENS,SCA CIP,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,Scope,Complete,9/26/2011,2/14/2012,2/15/2012,183234,172756,172756,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101"
24,Q009,Q009 SPED - QUEENS,SCA CIP,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,Design,Complete,2/22/2012,7/23/2012,5/8/2012,719180,566110,452401,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101"
24,Q009,Q009 SPED - QUEENS,SCA CIP,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,Construction,In-Progress,8/14/2017,8/13/2019,,12250024,11111030,866675,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101"
24,Q009,Q009 SPED - QUEENS,SCA CIP,EXT MSNRY/PARAPET/FLOOD/ ACCESSIBILITY/FIRE ALARM,"CM, F&E",In-Progress,8/14/2017,8/13/2019,,1033920,117699,97272,"DSF: 0000720930, 0000720933, 0000720934, 0000799910, 0000811101"
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,11/28/2017,4/2/2018,,0,830,830,DSF: 0000822710
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,54000,53170,3320,DSF: 0000822710
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,792000,792000,0,DSF: 0000822710
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,54000,54000,0,DSF: 0000822710
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867261
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,36000,36000,0,DSF: 0000867261
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,528000,528000,0,DSF: 0000867261
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,36000,36000,0,DSF: 0000867261
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867345
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000867345
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,88000,88000,0,DSF: 0000867345
24,Q009,Q009 SPED - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000867345
24,Q012,P.S. 12 - QUEENS,SCA CIP,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,Scope,Complete,10/29/2013,4/3/2014,1/28/2014,97135,78087,78087,"DSF: 0000787816, 0000798344, 0000799783"
24,Q012,P.S. 12 - QUEENS,SCA CIP,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,Design,Complete,3/13/2014,8/12/2014,4/8/2015,382655,445631,421772,"DSF: 0000787816, 0000798344, 0000799783"
24,Q012,P.S. 12 - QUEENS,SCA CIP,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,Construction,In-Progress,4/29/2016,10/20/2017,,6646424,6052341,4215774,"DSF: 0000787816, 0000798344, 0000799783"
24,Q012,P.S. 12 - QUEENS,SCA CIP,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,4/29/2016,10/20/2017,,529830,286449,239198,"DSF: 0000787816, 0000798344, 0000799783"
24,Q012,P.S. 12 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/15/2017,1/15/2018,9/25/2017,35000,34733,34733,DSF: 0000844471
24,Q012,P.S. 12 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/15/2017,1/15/2018,9/25/2017,35000,34738,34738,DSF: 0000845470
24,Q012,P.S. 12 - QUEENS,DOE- RESOA,FY18 RESO A TOILETS-STUDENTS,Construction,In-Progress,11/30/2017,DOER,,0,6090,0,DSF: 0000867405
24,Q012,P.S. 12 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/23/2016,DOES,,DOES,83138,83138,DSF: 0000843641
24,Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867259
24,Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,18000,18000,0,DSF: 0000867259
24,Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,264000,264000,0,DSF: 0000867259
24,Q013,P.S. 13 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,18000,18000,0,DSF: 0000867259
24,Q013,P.S. 13 - QUEENS,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,8/23/2017,DOER,,100000,188387,188387,DSF: 0000822755
24,Q014,P.S. 14 - QUEENS,SCA CIP,ROOFS/PARAPETS/EXT MASONRY,Scope,Complete,9/24/2013,2/12/2014,2/10/2014,158571,162951,162477,"DSF: 0000765244, 0000765245, 0000765246"
24,Q014,P.S. 14 - QUEENS,SCA CIP,ROOFS/PARAPETS/EXT MASONRY,Design,Complete,2/24/2014,7/24/2014,7/24/2014,629250,505957,504571,"DSF: 0000765244, 0000765245, 0000765246"
24,Q014,P.S. 14 - QUEENS,SCA CIP,ROOFS/PARAPETS/EXT MASONRY,Construction,Complete,2/10/2016,8/2/2017,8/2/2017,11346636,10358000,10048177,"DSF: 0000765244, 0000765245, 0000765246"
24,Q014,P.S. 14 - QUEENS,SCA CIP,ROOFS/PARAPETS/EXT MASONRY,"CM, F&E",Complete,2/10/2016,8/2/2017,8/2/2017,805440,388717,346387,"DSF: 0000765244, 0000765245, 0000765246"
24,Q014,P.S. 14 - QUEENS,SCA IEH,IEH PO18-ROOMS: 405/ 405A/ 411/ 412,Construction,Complete,7/23/2013,IEH,8/24/2017,IEH,930,930,DSF: 0000026853
24,Q014,P.S. 14 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/5/2017,1/15/2018,7/28/2017,80000,79400,79400,DSF: 0000845126
24,Q014,P.S. 14 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/5/2017,1/15/2018,7/28/2017,235000,233236,233236,DSF: 0000845127
24,Q014,P.S. 14 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/27/2016,DOES,,DOES,125283,125283,DSF: 0000843642
24,Q019,P.S. 19 - QUEENS,SCA Capacity,ADDITION,Scope,Complete,3/19/2015,8/6/2015,8/19/2015,2387298,1832980,1820872,DSF: 0000798568
24,Q019,P.S. 19 - QUEENS,SCA Capacity,ADDITION,Design,Complete,8/20/2015,3/30/2016,5/10/2016,7639353,5269834,3645914,DSF: 0000798568
24,Q019,P.S. 19 - QUEENS,SCA Capacity,ADDITION,Construction,In-Progress,7/18/2016,6/17/2019,,107141924,97171330,42139303,DSF: 0000798568
24,Q019,P.S. 19 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,7/18/2016,6/17/2019,,15087722,6131441,1172108,DSF: 0000798568
24,Q019,P.S. 19 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,11/15/2017,11/15/2017,11/15/2017,3684,0,0,DSF: 0000888774
24,Q019,P.S. 19 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,In-Progress,11/15/2017,4/19/2018,,13509,13509,0,DSF: 0000888774
24,Q019,P.S. 19 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,PNS,PNS,PNS,PNS,143076,143076,0,DSF: 0000888774
24,Q019,P.S. 19 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM, F&E",PNS,PNS,PNS,PNS,33159,33159,0,DSF: 0000888774
24,Q049,P.S. 49 - QUEENS,SCA Capacity,ADDITION,Scope,Complete,3/10/2014,10/15/2014,10/22/2014,788350,790853,737038,DSF: 0000798200
24,Q049,P.S. 49 - QUEENS,SCA Capacity,ADDITION,Design,Complete,10/23/2014,4/17/2015,8/18/2015,2522720,2452990,1917231,DSF: 0000798200
24,Q049,P.S. 49 - QUEENS,SCA Capacity,ADDITION,Construction,In-Progress,12/22/2015,12/18/2017,,35381148,33096938,31499499,DSF: 0000798200
24,Q049,P.S. 49 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,12/22/2015,12/18/2017,,4982372,4403907,3675224,DSF: 0000798200
24,Q049,P.S. 49 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/11/2017,1/15/2018,7/26/2017,35000,34738,34738,DSF: 0000844485
24,Q049,P.S. 49 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/11/2017,1/15/2018,7/26/2017,70000,69467,69467,DSF: 0000845080
24,Q049,P.S. 49 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,9/8/2017,DOES,,DOES,170000,3382,DSF: 0000866021
24,Q058,P.S. 58 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,9/8/2017,DOES,,DOES,152729,0,DSF: 0000866022
24,Q058,P.S. 58 - QUEENS,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Scope,Complete,3/1/2017,9/15/2017,8/15/2017,30000,30000,0,DSF: 0000866449
24,Q058,P.S. 58 - QUEENS,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Design,In-Progress,10/5/2017,6/15/2018,,90000,90000,0,DSF: 0000866449
24,Q058,P.S. 58 - QUEENS,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,300000,300000,0,DSF: 0000866449
24,Q058,P.S. 58 - QUEENS,Trust For Public Lan,FY18 RESO A PLAYGROUNDS,F&E,PNS,PNS,PNS,PNS,81000,81000,0,DSF: 0000866449
24,Q061,I.S. 61 - QUEENS,SCA CIP,MASONRY/ROOFS/PARAPETS,Scope,Complete,2/4/2016,6/20/2016,5/31/2016,99199,67255,67255,"DSF: 0000833964, 0000833966, 0000844152"
28,Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000868043
28,Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,57300,57300,0,DSF: 0000868043
28,Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,840400,840400,0,DSF: 0000868043
28,Q470,HILLSIDE ACADEMY FOR ARTS AND,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,57300,57300,0,DSF: 0000868043
28,Q470,JAMAICA GATEWAY TO THE SCIENCE,SCA IEH,IEH PO18-ROOM B-34,Construction,Complete,8/4/2017,IEH,8/28/2017,IEH,32655,2676,DSF: 0000047966
28,Q470,JAMAICA GATEWAY TO THE SCIENCE,SCA IEH,IEH PO18-VARIOUS,Construction,In-Progress,10/5/2017,IEH,,IEH,1066,566,DSF: 0000048868
28,Q470,QUEENS COLLEGIATE SCHOOL - QUE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/14/2017,7/14/2017,7/25/2017,35000,34731,34731,DSF: 0000844561
28,Q470,HILLSIDE ACADEMY FOR ARTS AND,DOE- RESOA,FY15 RESO A ROOM CONVERSIONS / PART,Construction,In-Progress,11/30/2015,DOER,,100000,68412,68412,DSF: 0000800472
28,Q470,QUEENS COLLEGIATE SCHOOL - QUE,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,In-Progress,11/26/2014,DOES,,DOES,450000,900,DSF: 0000821614
28,Q505,HILLCREST HS - QUEENS,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELDS,Scope,Complete,1/12/2016,5/12/2016,4/18/2016,0,9709,9709,DSF: 0000822326
28,Q505,HILLCREST HS - QUEENS,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELDS,Design,Complete,6/17/2016,11/18/2016,12/5/2016,20400,58438,38830,DSF: 0000822326
28,Q505,HILLCREST HS - QUEENS,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELDS,Construction,Complete,3/1/2017,9/26/2017,8/10/2017,299200,276479,226737,DSF: 0000822326
28,Q505,HILLCREST HS - QUEENS,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELDS,"CM, F&E",Complete,3/1/2017,9/26/2017,8/10/2017,20400,23814,18834,DSF: 0000822326
28,Q505,HILLCREST HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,9/12/2003,9/12/2003,9/12/2003,720,440,440,DSF: 0000011995
28,Q505,HILLCREST HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,12/1/2004,5/15/2005,4/18/2005,2600,22278,22278,DSF: 0000011995
28,Q505,HILLCREST HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,6/14/2006,5/31/2007,,77000,57758,57570,DSF: 0000011995
28,Q505,HILLCREST HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,6/14/2006,5/31/2007,,12240,20272,20272,DSF: 0000011995
28,Q505,HILLCREST H.S.,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,In-Progress,4/13/2015,6/28/2018,,2159794,2159794,2159794,DSF:
28,Q505,HILLCREST HS - QUEENS,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,In-Progress,1/15/2015,DOES,,DOES,625030,625030,DSF: 0000821631
28,Q505,HILLCREST HS - QUEENS,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,5/8/2017,DOES,,DOES,55785,55785,DSF: 0000865869
28,Q595,PATHWAYS TO GRADUATION - Q,SCA CIP,EXTERIOR MASONRY,Scope,Complete,8/8/2016,12/23/2016,7/14/2017,9828,10971,2938,DSF: 0000844149
28,Q595,PATHWAYS TO GRADUATION - Q,SCA CIP,EXTERIOR MASONRY,Design,In-Progress,9/6/2017,2/9/2018,,36034,43527,23798,DSF: 0000844149
28,Q595,PATHWAYS TO GRADUATION - Q,SCA CIP,EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,381637,381637,0,DSF: 0000844149
